cliente_id,health_score,riesgo_churn_pct,customer_lifetime_value_estimado,fecha_ultima_prediccion,variables_mas_influyentes,motivo_principal_riesgo,explicacion_ia,accion_recomendada,nivel_riesgo
443,69,28.1,1609.44,2026-07-12,Alta distancia al gimnasio; Baja frecuencia de visitas,Cambio reciente de entrenador,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: cambio reciente de entrenador.,Email de fidelización estándar,bajo
444,76,11.3,57.16,2026-07-12,Sin interacción con la app; Alta distancia al gimnasio,Baja satisfacción (NPS < 5),El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: baja satisfacción (nps < 5).,Email de fidelización estándar,bajo
445,40,61.7,364.8,2026-07-12,Competidor cercano recién abierto; Alta distancia al gimnasio,Sin interacción con la app,El cliente presenta señales críticas: sin interacción con la app. Tendencia de actividad decreciente. Intervención inmediata recomendada.,Llamada urgente del comercial,alto
446,68,36.6,163.0,2026-07-12,Impagos recurrentes; Precio elevado respecto al uso; Baja frecuencia de visitas; Cancelaciones de clases frecuentes,Impagos recurrentes,El cliente muestra indicios de desenganche: impagos recurrentes. Una acción proactiva puede revertir la situación.,Aplicar descuento del 10%,medio
447,70,26.4,855.36,2026-07-12,Baja satisfacción (NPS < 5); Precio elevado respecto al uso; Baja frecuencia de visitas,Sin interacción con la app,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: sin interacción con la app.,Push notification con novedades del centro,bajo
448,75,15.5,398.0,2026-07-12,Sin interacción con la app; Sin renovación automática,Cancelaciones de clases frecuentes,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: cancelaciones de clases frecuentes.,Email de fidelización estándar,bajo
449,60,36.9,589.84,2026-07-12,Cambio reciente de entrenador; Impagos recurrentes,Competidor cercano recién abierto,El cliente muestra indicios de desenganche: competidor cercano recién abierto. Una acción proactiva puede revertir la situación.,Aplicar descuento del 10%,medio
450,94,11.4,1355.6,2026-07-12,Alta distancia al gimnasio; Cambio reciente de entrenador; Impagos recurrentes; Cancelaciones de clases frecuentes,Alta distancia al gimnasio,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: alta distancia al gimnasio.,Push notification con novedades del centro,bajo
451,54,35.6,112.12,2026-07-12,Baja frecuencia de visitas; Sin interacción con la app,Sin interacción con la app,El cliente muestra indicios de desenganche: sin interacción con la app. Una acción proactiva puede revertir la situación.,Ofrecer sesión de entrenamiento personal gratuita,medio
452,33,59.0,34.08,2026-07-12,Competidor cercano recién abierto; Sin renovación automática; Cambio reciente de entrenador; Sin interacción con la app,Baja satisfacción (NPS < 5),El cliente muestra indicios de desenganche: baja satisfacción (nps < 5). Una acción proactiva puede revertir la situación.,Invitar a evento exclusivo del centro,medio
453,42,57.9,565.11,2026-07-12,Baja satisfacción (NPS < 5); Cambio reciente de entrenador; Sin interacción con la app,Cambio reciente de entrenador,El cliente muestra indicios de desenganche: cambio reciente de entrenador. Una acción proactiva puede revertir la situación.,Ofrecer sesión de entrenamiento personal gratuita,medio
454,94,19.2,100.3,2026-07-12,Cancelaciones de clases frecuentes; Sin interacción con la app,Cancelaciones de clases frecuentes,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: cancelaciones de clases frecuentes.,Enviar encuesta de satisfacción,bajo
455,40,56.9,3086.47,2026-07-12,Alta distancia al gimnasio; Cambio reciente de entrenador,Baja satisfacción (NPS < 5),El cliente muestra indicios de desenganche: baja satisfacción (nps < 5). Una acción proactiva puede revertir la situación.,Ofrecer sesión de entrenamiento personal gratuita,medio
456,80,6.4,4094.55,2026-07-12,Impagos recurrentes; Cambio reciente de entrenador,Cambio reciente de entrenador,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: cambio reciente de entrenador.,Email de fidelización estándar,bajo
457,66,25.9,777.84,2026-07-12,Sin interacción con la app; Sin renovación automática,Sin renovación automática,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: sin renovación automática.,Push notification con novedades del centro,bajo
458,87,17.7,39.0,2026-07-12,Sin renovación automática; Precio elevado respecto al uso; Baja frecuencia de visitas; Competidor cercano recién abierto,Impagos recurrentes,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: impagos recurrentes.,Enviar encuesta de satisfacción,bajo
459,90,4.5,101.73,2026-07-12,Sin interacción con la app; Competidor cercano recién abierto,Impagos recurrentes,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: impagos recurrentes.,Enviar encuesta de satisfacción,bajo
460,54,45.9,519.1,2026-07-12,Sin renovación automática; Baja satisfacción (NPS < 5); Cambio reciente de entrenador; Competidor cercano recién abierto,Sin renovación automática,El cliente muestra indicios de desenganche: sin renovación automática. Una acción proactiva puede revertir la situación.,Enviar email personalizado de reactivación,medio
461,46,55.1,115.44,2026-07-12,Alta distancia al gimnasio; Sin interacción con la app; Impagos recurrentes; Cancelaciones de clases frecuentes,Baja satisfacción (NPS < 5),El cliente muestra indicios de desenganche: baja satisfacción (nps < 5). Una acción proactiva puede revertir la situación.,Invitar a evento exclusivo del centro,medio
462,43,53.9,387.36,2026-07-12,Precio elevado respecto al uso; Cancelaciones de clases frecuentes,Competidor cercano recién abierto,El cliente muestra indicios de desenganche: competidor cercano recién abierto. Una acción proactiva puede revertir la situación.,Enviar email personalizado de reactivación,medio
463,65,39.1,1561.16,2026-07-12,Impagos recurrentes; Precio elevado respecto al uso; Baja frecuencia de visitas,Cambio reciente de entrenador,El cliente muestra indicios de desenganche: cambio reciente de entrenador. Una acción proactiva puede revertir la situación.,Aplicar descuento del 10%,medio
464,64,37.1,768.6,2026-07-12,Alta distancia al gimnasio; Cancelaciones de clases frecuentes; Cambio reciente de entrenador,Precio elevado respecto al uso,El cliente muestra indicios de desenganche: precio elevado respecto al uso. Una acción proactiva puede revertir la situación.,Ofrecer sesión de entrenamiento personal gratuita,medio
465,36,68.8,283.86,2026-07-12,Competidor cercano recién abierto; Impagos recurrentes; Sin interacción con la app,Competidor cercano recién abierto,El cliente presenta señales críticas: competidor cercano recién abierto. Tendencia de actividad decreciente. Intervención inmediata recomendada.,Aplicar descuento personalizado del 20%,alto
466,78,26.8,1232.56,2026-07-12,Precio elevado respecto al uso; Sin renovación automática,Sin renovación automática,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: sin renovación automática.,Email de fidelización estándar,bajo
467,62,40.7,750.8,2026-07-12,Sin renovación automática; Impagos recurrentes; Alta distancia al gimnasio; Precio elevado respecto al uso,Cambio reciente de entrenador,El cliente muestra indicios de desenganche: cambio reciente de entrenador. Una acción proactiva puede revertir la situación.,Ofrecer sesión de entrenamiento personal gratuita,medio
468,71,21.3,1093.88,2026-07-12,Cambio reciente de entrenador; Baja satisfacción (NPS < 5),Competidor cercano recién abierto,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: competidor cercano recién abierto.,Push notification con novedades del centro,bajo
469,48,51.1,36.82,2026-07-12,Cancelaciones de clases frecuentes; Baja satisfacción (NPS < 5); Competidor cercano recién abierto,Baja frecuencia de visitas,El cliente muestra indicios de desenganche: baja frecuencia de visitas. Una acción proactiva puede revertir la situación.,Aplicar descuento del 10%,medio
470,51,51.0,338.72,2026-07-12,Cambio reciente de entrenador; Impagos recurrentes; Cancelaciones de clases frecuentes; Competidor cercano recién abierto,Baja satisfacción (NPS < 5),El cliente muestra indicios de desenganche: baja satisfacción (nps < 5). Una acción proactiva puede revertir la situación.,Invitar a evento exclusivo del centro,medio
471,59,39.6,67.45,2026-07-12,Competidor cercano recién abierto; Baja satisfacción (NPS < 5); Baja frecuencia de visitas; Alta distancia al gimnasio,Competidor cercano recién abierto,El cliente muestra indicios de desenganche: competidor cercano recién abierto. Una acción proactiva puede revertir la situación.,Enviar email personalizado de reactivación,medio
472,56,38.9,541.45,2026-07-12,Baja satisfacción (NPS < 5); Alta distancia al gimnasio; Precio elevado respecto al uso; Cambio reciente de entrenador,Sin interacción con la app,El cliente muestra indicios de desenganche: sin interacción con la app. Una acción proactiva puede revertir la situación.,Enviar email personalizado de reactivación,medio
473,67,33.9,493.92,2026-07-12,Impagos recurrentes; Competidor cercano recién abierto; Baja satisfacción (NPS < 5); Baja frecuencia de visitas,Cambio reciente de entrenador,El cliente muestra indicios de desenganche: cambio reciente de entrenador. Una acción proactiva puede revertir la situación.,Invitar a evento exclusivo del centro,medio
474,60,39.8,218.8,2026-07-12,Alta distancia al gimnasio; Cambio reciente de entrenador; Impagos recurrentes,Sin renovación automática,El cliente muestra indicios de desenganche: sin renovación automática. Una acción proactiva puede revertir la situación.,Aplicar descuento del 10%,medio
475,100,8.4,641.7,2026-07-12,Sin interacción con la app; Competidor cercano recién abierto; Cambio reciente de entrenador,Cancelaciones de clases frecuentes,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: cancelaciones de clases frecuentes.,Enviar encuesta de satisfacción,bajo
476,53,36.0,1052.22,2026-07-12,Cambio reciente de entrenador; Competidor cercano recién abierto; Impagos recurrentes; Baja satisfacción (NPS < 5),Sin renovación automática,El cliente muestra indicios de desenganche: sin renovación automática. Una acción proactiva puede revertir la situación.,Invitar a evento exclusivo del centro,medio
477,33,67.6,2675.14,2026-07-12,Sin renovación automática; Cambio reciente de entrenador; Precio elevado respecto al uso; Baja frecuencia de visitas,Baja satisfacción (NPS < 5),El cliente presenta señales críticas: baja satisfacción (nps < 5). Tendencia de actividad decreciente. Intervención inmediata recomendada.,Aplicar descuento personalizado del 20%,alto
478,88,21.0,554.6,2026-07-12,Baja frecuencia de visitas; Precio elevado respecto al uso; Competidor cercano recién abierto; Impagos recurrentes,Sin renovación automática,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: sin renovación automática.,Enviar encuesta de satisfacción,bajo
479,55,34.6,1547.98,2026-07-12,Sin interacción con la app; Baja frecuencia de visitas; Alta distancia al gimnasio; Cambio reciente de entrenador,Alta distancia al gimnasio,El cliente muestra indicios de desenganche: alta distancia al gimnasio. Una acción proactiva puede revertir la situación.,Invitar a evento exclusivo del centro,medio
480,72,29.5,958.1,2026-07-12,Baja frecuencia de visitas; Cambio reciente de entrenador,Cancelaciones de clases frecuentes,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: cancelaciones de clases frecuentes.,Enviar encuesta de satisfacción,bajo
481,64,24.7,347.12,2026-07-12,Sin renovación automática; Sin interacción con la app; Baja frecuencia de visitas; Cancelaciones de clases frecuentes,Impagos recurrentes,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: impagos recurrentes.,Push notification con novedades del centro,bajo
482,46,48.5,79.1,2026-07-12,Baja satisfacción (NPS < 5); Impagos recurrentes,Baja satisfacción (NPS < 5),El cliente muestra indicios de desenganche: baja satisfacción (nps < 5). Una acción proactiva puede revertir la situación.,Ofrecer sesión de entrenamiento personal gratuita,medio
483,70,22.6,359.45,2026-07-12,Precio elevado respecto al uso; Alta distancia al gimnasio,Cambio reciente de entrenador,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: cambio reciente de entrenador.,Email de fidelización estándar,bajo
484,55,53.3,63.38,2026-07-12,Alta distancia al gimnasio; Sin renovación automática; Cambio reciente de entrenador,Impagos recurrentes,El cliente muestra indicios de desenganche: impagos recurrentes. Una acción proactiva puede revertir la situación.,Enviar email personalizado de reactivación,medio
485,57,37.8,38.71,2026-07-12,Cancelaciones de clases frecuentes; Alta distancia al gimnasio; Baja satisfacción (NPS < 5); Cambio reciente de entrenador,Sin interacción con la app,El cliente muestra indicios de desenganche: sin interacción con la app. Una acción proactiva puede revertir la situación.,Enviar email personalizado de reactivación,medio
486,90,10.6,919.38,2026-07-12,Sin renovación automática; Sin interacción con la app,Impagos recurrentes,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: impagos recurrentes.,Push notification con novedades del centro,bajo
487,75,21.5,480.76,2026-07-12,Baja frecuencia de visitas; Precio elevado respecto al uso; Sin renovación automática,Sin renovación automática,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: sin renovación automática.,Push notification con novedades del centro,bajo
488,65,35.6,2048.76,2026-07-12,Sin renovación automática; Baja satisfacción (NPS < 5); Sin interacción con la app; Baja frecuencia de visitas,Sin interacción con la app,El cliente muestra indicios de desenganche: sin interacción con la app. Una acción proactiva puede revertir la situación.,Enviar email personalizado de reactivación,medio
489,74,25.1,601.2,2026-07-12,Sin renovación automática; Impagos recurrentes,Impagos recurrentes,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: impagos recurrentes.,Email de fidelización estándar,bajo
490,64,28.5,1828.96,2026-07-12,Cancelaciones de clases frecuentes; Cambio reciente de entrenador; Competidor cercano recién abierto,Alta distancia al gimnasio,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: alta distancia al gimnasio.,Enviar encuesta de satisfacción,bajo
491,68,30.7,2221.6,2026-07-12,Precio elevado respecto al uso; Alta distancia al gimnasio; Baja satisfacción (NPS < 5),Cancelaciones de clases frecuentes,El cliente muestra indicios de desenganche: cancelaciones de clases frecuentes. Una acción proactiva puede revertir la situación.,Enviar email personalizado de reactivación,medio
492,75,23.0,1024.98,2026-07-12,Sin renovación automática; Cancelaciones de clases frecuentes; Precio elevado respecto al uso; Competidor cercano recién abierto,Impagos recurrentes,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: impagos recurrentes.,Push notification con novedades del centro,bajo
493,73,16.2,1946.28,2026-07-12,Sin interacción con la app; Sin renovación automática,Impagos recurrentes,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: impagos recurrentes.,Email de fidelización estándar,bajo
494,50,37.1,1259.96,2026-07-12,Precio elevado respecto al uso; Baja satisfacción (NPS < 5); Alta distancia al gimnasio,Competidor cercano recién abierto,El cliente muestra indicios de desenganche: competidor cercano recién abierto. Una acción proactiva puede revertir la situación.,Invitar a evento exclusivo del centro,medio
495,100,1.0,2207.96,2026-07-12,Sin interacción con la app; Baja satisfacción (NPS < 5); Impagos recurrentes,Sin renovación automática,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: sin renovación automática.,Enviar encuesta de satisfacción,bajo
496,70,27.9,1038.94,2026-07-12,Sin renovación automática; Cambio reciente de entrenador,Alta distancia al gimnasio,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: alta distancia al gimnasio.,Push notification con novedades del centro,bajo
497,60,38.3,358.29,2026-07-12,Baja frecuencia de visitas; Alta distancia al gimnasio,Alta distancia al gimnasio,El cliente muestra indicios de desenganche: alta distancia al gimnasio. Una acción proactiva puede revertir la situación.,Enviar email personalizado de reactivación,medio
498,37,57.7,143.82,2026-07-12,Cancelaciones de clases frecuentes; Baja satisfacción (NPS < 5),Impagos recurrentes,El cliente muestra indicios de desenganche: impagos recurrentes. Una acción proactiva puede revertir la situación.,Enviar email personalizado de reactivación,medio
499,75,25.6,502.92,2026-07-12,Alta distancia al gimnasio; Baja satisfacción (NPS < 5); Cancelaciones de clases frecuentes,Sin interacción con la app,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: sin interacción con la app.,Push notification con novedades del centro,bajo
500,28,61.3,126.8,2026-07-12,Competidor cercano recién abierto; Baja satisfacción (NPS < 5); Cancelaciones de clases frecuentes; Sin renovación automática,Sin interacción con la app,El cliente presenta señales críticas: sin interacción con la app. Tendencia de actividad decreciente. Intervención inmediata recomendada.,Llamada urgente del comercial,alto
501,32,78.5,333.74,2026-07-12,Competidor cercano recién abierto; Baja frecuencia de visitas; Precio elevado respecto al uso,Baja frecuencia de visitas,"El cliente lleva ~3 meses sin acudir al centro tras 6-12 meses de alta, justo antes del verano. Riesgo de baja estacional. Acción recomendada: SMS ofreciendo pausar la suscripción 1 mes.",Enviar SMS ofreciendo pausar la suscripción 1 mes,alto
502,25,73.8,199.6,2026-07-12,Cambio reciente de entrenador; Baja satisfacción (NPS < 5); Cancelaciones de clases frecuentes,Baja frecuencia de visitas,"El cliente lleva ~3 meses sin acudir al centro tras 6-12 meses de alta, justo antes del verano. Riesgo de baja estacional. Acción recomendada: SMS ofreciendo pausar la suscripción 1 mes.",Enviar SMS ofreciendo pausar la suscripción 1 mes,alto
503,7,91.7,28.15,2026-07-12,Alta distancia al gimnasio; Sin renovación automática; Sin interacción con la app; Baja frecuencia de visitas,Baja frecuencia de visitas,"El cliente lleva ~3 meses sin acudir al centro tras 6-12 meses de alta, justo antes del verano. Riesgo de baja estacional. Acción recomendada: SMS ofreciendo pausar la suscripción 1 mes.",Enviar SMS ofreciendo pausar la suscripción 1 mes,alto
504,10,95.8,100.29,2026-07-12,Cancelaciones de clases frecuentes; Sin interacción con la app; Cambio reciente de entrenador; Precio elevado respecto al uso,Baja frecuencia de visitas,"El cliente lleva ~3 meses sin acudir al centro tras 6-12 meses de alta, justo antes del verano. Riesgo de baja estacional. Acción recomendada: SMS ofreciendo pausar la suscripción 1 mes.",Enviar SMS ofreciendo pausar la suscripción 1 mes,alto
505,20,86.0,31.41,2026-07-12,Sin interacción con la app; Baja satisfacción (NPS < 5); Baja frecuencia de visitas,Baja frecuencia de visitas,"El cliente lleva ~3 meses sin acudir al centro tras 6-12 meses de alta, justo antes del verano. Riesgo de baja estacional. Acción recomendada: SMS ofreciendo pausar la suscripción 1 mes.",Enviar SMS ofreciendo pausar la suscripción 1 mes,alto
506,16,88.0,527.04,2026-07-12,Cambio reciente de entrenador; Baja frecuencia de visitas; Sin renovación automática,Baja frecuencia de visitas,"El cliente lleva ~3 meses sin acudir al centro tras 6-12 meses de alta, justo antes del verano. Riesgo de baja estacional. Acción recomendada: SMS ofreciendo pausar la suscripción 1 mes.",Enviar SMS ofreciendo pausar la suscripción 1 mes,alto
507,22,72.2,256.32,2026-07-12,Cambio reciente de entrenador; Impagos recurrentes; Alta distancia al gimnasio; Cancelaciones de clases frecuentes,Baja frecuencia de visitas,"El cliente lleva ~3 meses sin acudir al centro tras 6-12 meses de alta, justo antes del verano. Riesgo de baja estacional. Acción recomendada: SMS ofreciendo pausar la suscripción 1 mes.",Enviar SMS ofreciendo pausar la suscripción 1 mes,alto
508,20,76.7,68.95,2026-07-12,Impagos recurrentes; Sin interacción con la app; Competidor cercano recién abierto; Baja frecuencia de visitas,Baja frecuencia de visitas,"El cliente lleva ~3 meses sin acudir al centro tras 6-12 meses de alta, justo antes del verano. Riesgo de baja estacional. Acción recomendada: SMS ofreciendo pausar la suscripción 1 mes.",Enviar SMS ofreciendo pausar la suscripción 1 mes,alto
509,7,92.8,386.25,2026-07-12,Competidor cercano recién abierto; Cambio reciente de entrenador; Sin interacción con la app; Baja frecuencia de visitas,Baja frecuencia de visitas,"El cliente lleva ~3 meses sin acudir al centro tras 6-12 meses de alta, justo antes del verano. Riesgo de baja estacional. Acción recomendada: SMS ofreciendo pausar la suscripción 1 mes.",Enviar SMS ofreciendo pausar la suscripción 1 mes,alto
510,35,74.4,1235.52,2026-07-12,Cambio reciente de entrenador; Baja satisfacción (NPS < 5); Sin renovación automática; Sin interacción con la app,Baja frecuencia de visitas,"El cliente lleva ~3 meses sin acudir al centro tras 6-12 meses de alta, justo antes del verano. Riesgo de baja estacional. Acción recomendada: SMS ofreciendo pausar la suscripción 1 mes.",Enviar SMS ofreciendo pausar la suscripción 1 mes,alto
511,24,84.5,37.53,2026-07-12,Sin interacción con la app; Precio elevado respecto al uso; Alta distancia al gimnasio,Baja frecuencia de visitas,"El cliente lleva ~3 meses sin acudir al centro tras 6-12 meses de alta, justo antes del verano. Riesgo de baja estacional. Acción recomendada: SMS ofreciendo pausar la suscripción 1 mes.",Enviar SMS ofreciendo pausar la suscripción 1 mes,alto
512,25,75.5,113.72,2026-07-12,Cancelaciones de clases frecuentes; Sin renovación automática; Impagos recurrentes; Precio elevado respecto al uso,Baja frecuencia de visitas,"El cliente lleva ~3 meses sin acudir al centro tras 6-12 meses de alta, justo antes del verano. Riesgo de baja estacional. Acción recomendada: SMS ofreciendo pausar la suscripción 1 mes.",Enviar SMS ofreciendo pausar la suscripción 1 mes,alto
513,22,78.4,33.55,2026-07-12,Competidor cercano recién abierto; Baja frecuencia de visitas; Impagos recurrentes; Alta distancia al gimnasio,Baja frecuencia de visitas,"El cliente lleva ~3 meses sin acudir al centro tras 6-12 meses de alta, justo antes del verano. Riesgo de baja estacional. Acción recomendada: SMS ofreciendo pausar la suscripción 1 mes.",Enviar SMS ofreciendo pausar la suscripción 1 mes,alto
514,19,85.3,410.76,2026-07-12,Cambio reciente de entrenador; Impagos recurrentes,Baja frecuencia de visitas,"El cliente lleva ~3 meses sin acudir al centro tras 6-12 meses de alta, justo antes del verano. Riesgo de baja estacional. Acción recomendada: SMS ofreciendo pausar la suscripción 1 mes.",Enviar SMS ofreciendo pausar la suscripción 1 mes,alto
515,19,83.0,1151.68,2026-07-12,Sin interacción con la app; Impagos recurrentes; Precio elevado respecto al uso,Baja frecuencia de visitas,"El cliente lleva ~3 meses sin acudir al centro tras 6-12 meses de alta, justo antes del verano. Riesgo de baja estacional. Acción recomendada: SMS ofreciendo pausar la suscripción 1 mes.",Enviar SMS ofreciendo pausar la suscripción 1 mes,alto
516,35,75.3,359.04,2026-07-12,Baja frecuencia de visitas; Cancelaciones de clases frecuentes; Baja satisfacción (NPS < 5),Baja frecuencia de visitas,"El cliente lleva ~3 meses sin acudir al centro tras 6-12 meses de alta, justo antes del verano. Riesgo de baja estacional. Acción recomendada: SMS ofreciendo pausar la suscripción 1 mes.",Enviar SMS ofreciendo pausar la suscripción 1 mes,alto
517,17,86.8,69.28,2026-07-12,Baja frecuencia de visitas; Competidor cercano recién abierto,Baja frecuencia de visitas,"El cliente lleva ~3 meses sin acudir al centro tras 6-12 meses de alta, justo antes del verano. Riesgo de baja estacional. Acción recomendada: SMS ofreciendo pausar la suscripción 1 mes.",Enviar SMS ofreciendo pausar la suscripción 1 mes,alto
518,26,70.1,627.67,2026-07-12,Sin interacción con la app; Sin renovación automática; Competidor cercano recién abierto; Cambio reciente de entrenador,Baja frecuencia de visitas,"El cliente lleva ~3 meses sin acudir al centro tras 6-12 meses de alta, justo antes del verano. Riesgo de baja estacional. Acción recomendada: SMS ofreciendo pausar la suscripción 1 mes.",Enviar SMS ofreciendo pausar la suscripción 1 mes,alto
519,31,71.4,68.18,2026-07-12,Baja frecuencia de visitas; Sin renovación automática,Baja frecuencia de visitas,"El cliente lleva ~3 meses sin acudir al centro tras 6-12 meses de alta, justo antes del verano. Riesgo de baja estacional. Acción recomendada: SMS ofreciendo pausar la suscripción 1 mes.",Enviar SMS ofreciendo pausar la suscripción 1 mes,alto
520,36,68.8,45.92,2026-07-12,Precio elevado respecto al uso; Sin renovación automática; Impagos recurrentes,Baja frecuencia de visitas,"El cliente lleva ~3 meses sin acudir al centro tras 6-12 meses de alta, justo antes del verano. Riesgo de baja estacional. Acción recomendada: SMS ofreciendo pausar la suscripción 1 mes.",Enviar SMS ofreciendo pausar la suscripción 1 mes,alto
521,11,80.0,43.9,2026-07-12,Precio elevado respecto al uso; Impagos recurrentes,Baja frecuencia de visitas,"El cliente lleva ~3 meses sin acudir al centro tras 6-12 meses de alta, justo antes del verano. Riesgo de baja estacional. Acción recomendada: SMS ofreciendo pausar la suscripción 1 mes.",Enviar SMS ofreciendo pausar la suscripción 1 mes,alto
522,23,72.9,121.04,2026-07-12,Sin interacción con la app; Baja satisfacción (NPS < 5); Competidor cercano recién abierto,Baja frecuencia de visitas,"El cliente lleva ~3 meses sin acudir al centro tras 6-12 meses de alta, justo antes del verano. Riesgo de baja estacional. Acción recomendada: SMS ofreciendo pausar la suscripción 1 mes.",Enviar SMS ofreciendo pausar la suscripción 1 mes,alto
523,13,91.8,865.08,2026-07-12,Baja frecuencia de visitas; Baja satisfacción (NPS < 5),Baja frecuencia de visitas,"El cliente lleva ~3 meses sin acudir al centro tras 6-12 meses de alta, justo antes del verano. Riesgo de baja estacional. Acción recomendada: SMS ofreciendo pausar la suscripción 1 mes.",Enviar SMS ofreciendo pausar la suscripción 1 mes,alto
524,14,95.2,410.25,2026-07-12,Alta distancia al gimnasio; Impagos recurrentes; Sin interacción con la app,Baja frecuencia de visitas,"El cliente lleva ~3 meses sin acudir al centro tras 6-12 meses de alta, justo antes del verano. Riesgo de baja estacional. Acción recomendada: SMS ofreciendo pausar la suscripción 1 mes.",Enviar SMS ofreciendo pausar la suscripción 1 mes,alto
525,14,78.0,39.69,2026-07-12,Precio elevado respecto al uso; Cambio reciente de entrenador,Baja frecuencia de visitas,"El cliente lleva ~3 meses sin acudir al centro tras 6-12 meses de alta, justo antes del verano. Riesgo de baja estacional. Acción recomendada: SMS ofreciendo pausar la suscripción 1 mes.",Enviar SMS ofreciendo pausar la suscripción 1 mes,alto
526,21,72.5,767.63,2026-07-12,Alta distancia al gimnasio; Baja frecuencia de visitas; Sin interacción con la app,Baja frecuencia de visitas,"El cliente lleva ~3 meses sin acudir al centro tras 6-12 meses de alta, justo antes del verano. Riesgo de baja estacional. Acción recomendada: SMS ofreciendo pausar la suscripción 1 mes.",Enviar SMS ofreciendo pausar la suscripción 1 mes,alto
527,23,75.4,35.42,2026-07-12,Cancelaciones de clases frecuentes; Precio elevado respecto al uso; Impagos recurrentes; Sin interacción con la app,Baja frecuencia de visitas,"El cliente lleva ~3 meses sin acudir al centro tras 6-12 meses de alta, justo antes del verano. Riesgo de baja estacional. Acción recomendada: SMS ofreciendo pausar la suscripción 1 mes.",Enviar SMS ofreciendo pausar la suscripción 1 mes,alto
528,21,83.2,608.58,2026-07-12,Cambio reciente de entrenador; Cancelaciones de clases frecuentes; Baja satisfacción (NPS < 5); Sin renovación automática,Baja frecuencia de visitas,"El cliente lleva ~3 meses sin acudir al centro tras 6-12 meses de alta, justo antes del verano. Riesgo de baja estacional. Acción recomendada: SMS ofreciendo pausar la suscripción 1 mes.",Enviar SMS ofreciendo pausar la suscripción 1 mes,alto
529,16,87.8,33.12,2026-07-12,Competidor cercano recién abierto; Impagos recurrentes,Baja frecuencia de visitas,"El cliente lleva ~3 meses sin acudir al centro tras 6-12 meses de alta, justo antes del verano. Riesgo de baja estacional. Acción recomendada: SMS ofreciendo pausar la suscripción 1 mes.",Enviar SMS ofreciendo pausar la suscripción 1 mes,alto
530,22,74.4,469.42,2026-07-12,Precio elevado respecto al uso; Alta distancia al gimnasio; Competidor cercano recién abierto; Impagos recurrentes,Baja frecuencia de visitas,"El cliente lleva ~3 meses sin acudir al centro tras 6-12 meses de alta, justo antes del verano. Riesgo de baja estacional. Acción recomendada: SMS ofreciendo pausar la suscripción 1 mes.",Enviar SMS ofreciendo pausar la suscripción 1 mes,alto
531,9,97.9,651.17,2026-07-12,Cambio reciente de entrenador; Impagos recurrentes; Baja frecuencia de visitas,Baja frecuencia de visitas,"El cliente lleva ~3 meses sin acudir al centro tras 6-12 meses de alta, justo antes del verano. Riesgo de baja estacional. Acción recomendada: SMS ofreciendo pausar la suscripción 1 mes.",Enviar SMS ofreciendo pausar la suscripción 1 mes,alto
532,9,97.9,342.8,2026-07-12,Baja satisfacción (NPS < 5); Precio elevado respecto al uso; Cambio reciente de entrenador; Sin renovación automática,Baja frecuencia de visitas,"El cliente lleva ~3 meses sin acudir al centro tras 6-12 meses de alta, justo antes del verano. Riesgo de baja estacional. Acción recomendada: SMS ofreciendo pausar la suscripción 1 mes.",Enviar SMS ofreciendo pausar la suscripción 1 mes,alto
533,29,67.0,45.53,2026-07-12,Competidor cercano recién abierto; Cancelaciones de clases frecuentes,Baja frecuencia de visitas,"El cliente lleva ~3 meses sin acudir al centro tras 6-12 meses de alta, justo antes del verano. Riesgo de baja estacional. Acción recomendada: SMS ofreciendo pausar la suscripción 1 mes.",Enviar SMS ofreciendo pausar la suscripción 1 mes,alto
